cam_token,ann_token,bounding_box,future_bounding_box,K,attribute,label,future_label
"[""25aeb7a16bfe58d3bd6fd03981931040"", ""9dff7e8c154f5db8819eb9d4f4fb7edf"", ""b0e4a7bf2f285b788af5af1b62629712"", ""bc61891c4fa554ad8a3c5e6e0211cdd3"", ""db599a8b8b8a555f8738189064167909"", ""29a5b512201b593796d0c40642062ea0"", ""8d2ba58bc5a45422b88eefc2d4f5d963"", ""c1e6b8814e335c2ba05a592267e21fa8""]","[""6ecbd78bd93e5b3fb4210509eb086599"", ""54ccc3b769e654e89aaac9b2a3eb8eb5"", ""a6234dbf60f95d89bddb3fc1017806c1"", ""2d5c04141f9254728eb910eb0eb511c8"", ""5a2aff7ac43f503c88ca63bf1554842b"", ""ffd2691892155b2abeb673bc6c89c564"", ""67964716b75a5a33a21f768f2bef34c6"", ""1be082a6fa2c514bbb66e437f1a4a865""]","[[5.422624588012695, 3.8389267921447754, -0.2104475200176239, 0.7680881023406982, 0.6856507658958435, 1.6553936004638672], [5.529699802398682, 3.760230779647827, -0.1592877060174942, 0.8578468561172485, 0.7892358303070068, 1.735527753829956], [5.625034332275391, 3.6678152084350586, -0.15384157001972198, 0.7735668420791626, 0.7532608509063721, 1.693870186805725], [5.725881099700928, 3.606203317642212, -0.16950048506259918, 1.0262196063995361, 0.6607844233512878, 1.7717946767807007]]","[[5.863357067108154, 3.5954830646514893, -0.20004726946353912, 0.6804712414741516, 0.7236108779907227, 1.5859358310699463], [5.981781005859375, 3.4547040462493896, -0.12384459376335144, 0.7252939939498901, 0.7398577332496643, 1.675299882888794], [6.091737270355225, 3.4134650230407715, -0.1400873363018036, 0.7009535431861877, 0.7388617396354675, 1.7453407049179077], [6.184896945953369, 3.3188884258270264, -0.16611462831497192, 0.7345587611198425, 0.8429843783378601, 1.713195562362671]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""9dff7e8c154f5db8819eb9d4f4fb7edf"", ""b0e4a7bf2f285b788af5af1b62629712"", ""bc61891c4fa554ad8a3c5e6e0211cdd3"", ""db599a8b8b8a555f8738189064167909"", ""29a5b512201b593796d0c40642062ea0"", ""8d2ba58bc5a45422b88eefc2d4f5d963"", ""c1e6b8814e335c2ba05a592267e21fa8"", ""8323b5a3d2c45643aff6dc097f9ca54c""]","[""54ccc3b769e654e89aaac9b2a3eb8eb5"", ""a6234dbf60f95d89bddb3fc1017806c1"", ""2d5c04141f9254728eb910eb0eb511c8"", ""5a2aff7ac43f503c88ca63bf1554842b"", ""ffd2691892155b2abeb673bc6c89c564"", ""67964716b75a5a33a21f768f2bef34c6"", ""1be082a6fa2c514bbb66e437f1a4a865"", ""d1f1cc34a60c5852830376845fd9cb57""]","[[5.529699802398682, 3.760230779647827, -0.1592877060174942, 0.8578468561172485, 0.7892358303070068, 1.735527753829956], [5.625034332275391, 3.6678152084350586, -0.15384157001972198, 0.7735668420791626, 0.7532608509063721, 1.693870186805725], [5.725881099700928, 3.606203317642212, -0.16950048506259918, 1.0262196063995361, 0.6607844233512878, 1.7717946767807007], [5.863357067108154, 3.5954830646514893, -0.20004726946353912, 0.6804712414741516, 0.7236108779907227, 1.5859358310699463]]","[[5.981781005859375, 3.4547040462493896, -0.12384459376335144, 0.7252939939498901, 0.7398577332496643, 1.675299882888794], [6.091737270355225, 3.4134650230407715, -0.1400873363018036, 0.7009535431861877, 0.7388617396354675, 1.7453407049179077], [6.184896945953369, 3.3188884258270264, -0.16611462831497192, 0.7345587611198425, 0.8429843783378601, 1.713195562362671], [6.264219284057617, 3.306790590286255, -0.1503296047449112, 0.8261616826057434, 0.7802862524986267, 1.7221922874450684]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""b0e4a7bf2f285b788af5af1b62629712"", ""bc61891c4fa554ad8a3c5e6e0211cdd3"", ""db599a8b8b8a555f8738189064167909"", ""29a5b512201b593796d0c40642062ea0"", ""8d2ba58bc5a45422b88eefc2d4f5d963"", ""c1e6b8814e335c2ba05a592267e21fa8"", ""8323b5a3d2c45643aff6dc097f9ca54c"", ""3814607ac45056db80bfdd9a618517aa""]","[""a6234dbf60f95d89bddb3fc1017806c1"", ""2d5c04141f9254728eb910eb0eb511c8"", ""5a2aff7ac43f503c88ca63bf1554842b"", ""ffd2691892155b2abeb673bc6c89c564"", ""67964716b75a5a33a21f768f2bef34c6"", ""1be082a6fa2c514bbb66e437f1a4a865"", ""d1f1cc34a60c5852830376845fd9cb57"", ""a9045d535c2b5f17a7952ca14c034292""]","[[5.625034332275391, 3.6678152084350586, -0.15384157001972198, 0.7735668420791626, 0.7532608509063721, 1.693870186805725], [5.725881099700928, 3.606203317642212, -0.16950048506259918, 1.0262196063995361, 0.6607844233512878, 1.7717946767807007], [5.863357067108154, 3.5954830646514893, -0.20004726946353912, 0.6804712414741516, 0.7236108779907227, 1.5859358310699463], [5.981781005859375, 3.4547040462493896, -0.12384459376335144, 0.7252939939498901, 0.7398577332496643, 1.675299882888794]]","[[6.091737270355225, 3.4134650230407715, -0.1400873363018036, 0.7009535431861877, 0.7388617396354675, 1.7453407049179077], [6.184896945953369, 3.3188884258270264, -0.16611462831497192, 0.7345587611198425, 0.8429843783378601, 1.713195562362671], [6.264219284057617, 3.306790590286255, -0.1503296047449112, 0.8261616826057434, 0.7802862524986267, 1.7221922874450684], [6.380456924438477, 3.2422802448272705, -0.1416417360305786, 0.9093108177185059, 0.5246662497520447, 1.8738303184509277]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""bc61891c4fa554ad8a3c5e6e0211cdd3"", ""db599a8b8b8a555f8738189064167909"", ""29a5b512201b593796d0c40642062ea0"", ""8d2ba58bc5a45422b88eefc2d4f5d963"", ""c1e6b8814e335c2ba05a592267e21fa8"", ""8323b5a3d2c45643aff6dc097f9ca54c"", ""3814607ac45056db80bfdd9a618517aa"", ""8226fc9e90fb56af8287f7b02c4ca22c""]","[""2d5c04141f9254728eb910eb0eb511c8"", ""5a2aff7ac43f503c88ca63bf1554842b"", ""ffd2691892155b2abeb673bc6c89c564"", ""67964716b75a5a33a21f768f2bef34c6"", ""1be082a6fa2c514bbb66e437f1a4a865"", ""d1f1cc34a60c5852830376845fd9cb57"", ""a9045d535c2b5f17a7952ca14c034292"", ""c5fbdbad59195e4084d9a9d77ca8ab2f""]","[[5.725881099700928, 3.606203317642212, -0.16950048506259918, 1.0262196063995361, 0.6607844233512878, 1.7717946767807007], [5.863357067108154, 3.5954830646514893, -0.20004726946353912, 0.6804712414741516, 0.7236108779907227, 1.5859358310699463], [5.981781005859375, 3.4547040462493896, -0.12384459376335144, 0.7252939939498901, 0.7398577332496643, 1.675299882888794], [6.091737270355225, 3.4134650230407715, -0.1400873363018036, 0.7009535431861877, 0.7388617396354675, 1.7453407049179077]]","[[6.184896945953369, 3.3188884258270264, -0.16611462831497192, 0.7345587611198425, 0.8429843783378601, 1.713195562362671], [6.264219284057617, 3.306790590286255, -0.1503296047449112, 0.8261616826057434, 0.7802862524986267, 1.7221922874450684], [6.380456924438477, 3.2422802448272705, -0.1416417360305786, 0.9093108177185059, 0.5246662497520447, 1.8738303184509277], [6.515695571899414, 3.1287126541137695, -0.16627271473407745, 0.7925938963890076, 0.785194993019104, 1.695543885231018]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""db599a8b8b8a555f8738189064167909"", ""29a5b512201b593796d0c40642062ea0"", ""8d2ba58bc5a45422b88eefc2d4f5d963"", ""c1e6b8814e335c2ba05a592267e21fa8"", ""8323b5a3d2c45643aff6dc097f9ca54c"", ""3814607ac45056db80bfdd9a618517aa"", ""8226fc9e90fb56af8287f7b02c4ca22c"", ""d7784f979bb851c8bf0dee8c69762a33""]","[""5a2aff7ac43f503c88ca63bf1554842b"", ""ffd2691892155b2abeb673bc6c89c564"", ""67964716b75a5a33a21f768f2bef34c6"", ""1be082a6fa2c514bbb66e437f1a4a865"", ""d1f1cc34a60c5852830376845fd9cb57"", ""a9045d535c2b5f17a7952ca14c034292"", ""c5fbdbad59195e4084d9a9d77ca8ab2f"", ""cfdbc35ace4c5933aa8af4e1c069949d""]","[[5.863357067108154, 3.5954830646514893, -0.20004726946353912, 0.6804712414741516, 0.7236108779907227, 1.5859358310699463], [5.981781005859375, 3.4547040462493896, -0.12384459376335144, 0.7252939939498901, 0.7398577332496643, 1.675299882888794], [6.091737270355225, 3.4134650230407715, -0.1400873363018036, 0.7009535431861877, 0.7388617396354675, 1.7453407049179077], [6.184896945953369, 3.3188884258270264, -0.16611462831497192, 0.7345587611198425, 0.8429843783378601, 1.713195562362671]]","[[6.264219284057617, 3.306790590286255, -0.1503296047449112, 0.8261616826057434, 0.7802862524986267, 1.7221922874450684], [6.380456924438477, 3.2422802448272705, -0.1416417360305786, 0.9093108177185059, 0.5246662497520447, 1.8738303184509277], [6.515695571899414, 3.1287126541137695, -0.16627271473407745, 0.7925938963890076, 0.785194993019104, 1.695543885231018], [6.651438236236572, 3.07432222366333, -0.1157684326171875, 0.7414032816886902, 0.7447356581687927, 1.7054400444030762]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""29a5b512201b593796d0c40642062ea0"", ""8d2ba58bc5a45422b88eefc2d4f5d963"", ""c1e6b8814e335c2ba05a592267e21fa8"", ""8323b5a3d2c45643aff6dc097f9ca54c"", ""3814607ac45056db80bfdd9a618517aa"", ""8226fc9e90fb56af8287f7b02c4ca22c"", ""d7784f979bb851c8bf0dee8c69762a33"", ""f671bf6b34705b37bcd32fdcdb6ca4b0""]","[""ffd2691892155b2abeb673bc6c89c564"", ""67964716b75a5a33a21f768f2bef34c6"", ""1be082a6fa2c514bbb66e437f1a4a865"", ""d1f1cc34a60c5852830376845fd9cb57"", ""a9045d535c2b5f17a7952ca14c034292"", ""c5fbdbad59195e4084d9a9d77ca8ab2f"", ""cfdbc35ace4c5933aa8af4e1c069949d"", ""c543e9e871c6540d95da3314fd682dc4""]","[[5.981781005859375, 3.4547040462493896, -0.12384459376335144, 0.7252939939498901, 0.7398577332496643, 1.675299882888794], [6.091737270355225, 3.4134650230407715, -0.1400873363018036, 0.7009535431861877, 0.7388617396354675, 1.7453407049179077], [6.184896945953369, 3.3188884258270264, -0.16611462831497192, 0.7345587611198425, 0.8429843783378601, 1.713195562362671], [6.264219284057617, 3.306790590286255, -0.1503296047449112, 0.8261616826057434, 0.7802862524986267, 1.7221922874450684]]","[[6.380456924438477, 3.2422802448272705, -0.1416417360305786, 0.9093108177185059, 0.5246662497520447, 1.8738303184509277], [6.515695571899414, 3.1287126541137695, -0.16627271473407745, 0.7925938963890076, 0.785194993019104, 1.695543885231018], [6.651438236236572, 3.07432222366333, -0.1157684326171875, 0.7414032816886902, 0.7447356581687927, 1.7054400444030762], [6.769774436950684, 3.0301549434661865, -0.1515628546476364, 0.7232690453529358, 0.8493918776512146, 1.5838056802749634]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""8d2ba58bc5a45422b88eefc2d4f5d963"", ""c1e6b8814e335c2ba05a592267e21fa8"", ""8323b5a3d2c45643aff6dc097f9ca54c"", ""3814607ac45056db80bfdd9a618517aa"", ""8226fc9e90fb56af8287f7b02c4ca22c"", ""d7784f979bb851c8bf0dee8c69762a33"", ""f671bf6b34705b37bcd32fdcdb6ca4b0"", ""a83e19ea2c5053ff974f329a2d01201f""]","[""67964716b75a5a33a21f768f2bef34c6"", ""1be082a6fa2c514bbb66e437f1a4a865"", ""d1f1cc34a60c5852830376845fd9cb57"", ""a9045d535c2b5f17a7952ca14c034292"", ""c5fbdbad59195e4084d9a9d77ca8ab2f"", ""cfdbc35ace4c5933aa8af4e1c069949d"", ""c543e9e871c6540d95da3314fd682dc4"", ""b298a3cfc34c5ab192719780b1416ab1""]","[[6.091737270355225, 3.4134650230407715, -0.1400873363018036, 0.7009535431861877, 0.7388617396354675, 1.7453407049179077], [6.184896945953369, 3.3188884258270264, -0.16611462831497192, 0.7345587611198425, 0.8429843783378601, 1.713195562362671], [6.264219284057617, 3.306790590286255, -0.1503296047449112, 0.8261616826057434, 0.7802862524986267, 1.7221922874450684], [6.380456924438477, 3.2422802448272705, -0.1416417360305786, 0.9093108177185059, 0.5246662497520447, 1.8738303184509277]]","[[6.515695571899414, 3.1287126541137695, -0.16627271473407745, 0.7925938963890076, 0.785194993019104, 1.695543885231018], [6.651438236236572, 3.07432222366333, -0.1157684326171875, 0.7414032816886902, 0.7447356581687927, 1.7054400444030762], [6.769774436950684, 3.0301549434661865, -0.1515628546476364, 0.7232690453529358, 0.8493918776512146, 1.5838056802749634], [6.781456470489502, 2.998166561126709, -0.14468690752983093, 0.7392866015434265, 0.7824866771697998, 1.6291011571884155]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""26eb6c216f7a57eda2eed292667a6515"", ""1ce5dac70934582aaaed7bc5c25e2328"", ""71443a9a3dd85a20beb5b7435b0bfa60"", ""146efe3cdd95540b9c93268583e6b6e0"", ""36251ce041025e02b53135058c29e404"", ""8eb081f3410e5a71870e4ce0ee30fe6a"", ""7a5121f53c6f500ab73ef637005161df"", ""950d36ba6cca5925a135d11f5470aad8""]","[""de93197cf4175ca2ba8435123a126be6"", ""7494386c72455bb8994948e04959efd9"", ""acece1863a2059ffb6a04e39828e8cc1"", ""71983690006e5025856c494c25f7b27e"", ""823b4eb46d8f5665a2757168acb8ef19"", ""3513d55c95cc56fbb7d315aa6d563a32"", ""34360bc519f654ab960701b779aeb72c"", ""c22b4f9469115d9fb1f2de9c22408c50""]","[[4.229244232177734, 4.010510444641113, -0.13057520985603333, 1.045872449874878, 0.6737462282180786, 1.8977593183517456], [4.306826114654541, 3.9312357902526855, -0.17990368604660034, 0.9983852505683899, 0.6497994065284729, 1.7656140327453613], [4.4796528816223145, 3.841336250305176, -0.13108907639980316, 0.9140644073486328, 0.6567020416259766, 1.9279346466064453], [4.520998477935791, 3.720872163772583, -0.12927156686782837, 0.9947977662086487, 0.5607212781906128, 1.9240529537200928]]","[[4.500494480133057, 3.71693754196167, -0.15477536618709564, 0.8546087145805359, 0.6183069944381714, 1.9315427541732788], [4.796726226806641, 3.485084295272827, -0.1084563136100769, 1.014347791671753, 0.7630118131637573, 1.8588966131210327], [4.849375247955322, 3.390974760055542, -0.10967622697353363, 0.9584164023399353, 0.8404691815376282, 1.809151291847229], [4.907872200012207, 3.341527223587036, -0.17342527210712433, 0.9488056898117065, 0.829401433467865, 1.7849533557891846]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""1ce5dac70934582aaaed7bc5c25e2328"", ""71443a9a3dd85a20beb5b7435b0bfa60"", ""146efe3cdd95540b9c93268583e6b6e0"", ""36251ce041025e02b53135058c29e404"", ""8eb081f3410e5a71870e4ce0ee30fe6a"", ""7a5121f53c6f500ab73ef637005161df"", ""950d36ba6cca5925a135d11f5470aad8"", ""b72dc179f91c5b068f83a7cfdc45a704""]","[""7494386c72455bb8994948e04959efd9"", ""acece1863a2059ffb6a04e39828e8cc1"", ""71983690006e5025856c494c25f7b27e"", ""823b4eb46d8f5665a2757168acb8ef19"", ""3513d55c95cc56fbb7d315aa6d563a32"", ""34360bc519f654ab960701b779aeb72c"", ""c22b4f9469115d9fb1f2de9c22408c50"", ""d1ca0713d90957929342cd8d6dbbea19""]","[[4.306826114654541, 3.9312357902526855, -0.17990368604660034, 0.9983852505683899, 0.6497994065284729, 1.7656140327453613], [4.4796528816223145, 3.841336250305176, -0.13108907639980316, 0.9140644073486328, 0.6567020416259766, 1.9279346466064453], [4.520998477935791, 3.720872163772583, -0.12927156686782837, 0.9947977662086487, 0.5607212781906128, 1.9240529537200928], [4.500494480133057, 3.71693754196167, -0.15477536618709564, 0.8546087145805359, 0.6183069944381714, 1.9315427541732788]]","[[4.796726226806641, 3.485084295272827, -0.1084563136100769, 1.014347791671753, 0.7630118131637573, 1.8588966131210327], [4.849375247955322, 3.390974760055542, -0.10967622697353363, 0.9584164023399353, 0.8404691815376282, 1.809151291847229], [4.907872200012207, 3.341527223587036, -0.17342527210712433, 0.9488056898117065, 0.829401433467865, 1.7849533557891846], [5.000968933105469, 3.2015037536621094, -0.10095373541116714, 0.8195353150367737, 0.7926343083381653, 1.710044026374817]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""71443a9a3dd85a20beb5b7435b0bfa60"", ""146efe3cdd95540b9c93268583e6b6e0"", ""36251ce041025e02b53135058c29e404"", ""8eb081f3410e5a71870e4ce0ee30fe6a"", ""7a5121f53c6f500ab73ef637005161df"", ""950d36ba6cca5925a135d11f5470aad8"", ""b72dc179f91c5b068f83a7cfdc45a704"", ""cffa4afdb5d15517bae23637bfc283cd""]","[""acece1863a2059ffb6a04e39828e8cc1"", ""71983690006e5025856c494c25f7b27e"", ""823b4eb46d8f5665a2757168acb8ef19"", ""3513d55c95cc56fbb7d315aa6d563a32"", ""34360bc519f654ab960701b779aeb72c"", ""c22b4f9469115d9fb1f2de9c22408c50"", ""d1ca0713d90957929342cd8d6dbbea19"", ""38f8836afa0f525e910628012c264dcd""]","[[4.4796528816223145, 3.841336250305176, -0.13108907639980316, 0.9140644073486328, 0.6567020416259766, 1.9279346466064453], [4.520998477935791, 3.720872163772583, -0.12927156686782837, 0.9947977662086487, 0.5607212781906128, 1.9240529537200928], [4.500494480133057, 3.71693754196167, -0.15477536618709564, 0.8546087145805359, 0.6183069944381714, 1.9315427541732788], [4.796726226806641, 3.485084295272827, -0.1084563136100769, 1.014347791671753, 0.7630118131637573, 1.8588966131210327]]","[[4.849375247955322, 3.390974760055542, -0.10967622697353363, 0.9584164023399353, 0.8404691815376282, 1.809151291847229], [4.907872200012207, 3.341527223587036, -0.17342527210712433, 0.9488056898117065, 0.829401433467865, 1.7849533557891846], [5.000968933105469, 3.2015037536621094, -0.10095373541116714, 0.8195353150367737, 0.7926343083381653, 1.710044026374817], [5.128165245056152, 3.1298623085021973, -0.13785624504089355, 0.786715030670166, 0.7826969027519226, 1.7244420051574707]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""146efe3cdd95540b9c93268583e6b6e0"", ""36251ce041025e02b53135058c29e404"", ""8eb081f3410e5a71870e4ce0ee30fe6a"", ""7a5121f53c6f500ab73ef637005161df"", ""950d36ba6cca5925a135d11f5470aad8"", ""b72dc179f91c5b068f83a7cfdc45a704"", ""cffa4afdb5d15517bae23637bfc283cd"", ""334fc9907c7c5c9383bb1afdd0e1e694""]","[""71983690006e5025856c494c25f7b27e"", ""823b4eb46d8f5665a2757168acb8ef19"", ""3513d55c95cc56fbb7d315aa6d563a32"", ""34360bc519f654ab960701b779aeb72c"", ""c22b4f9469115d9fb1f2de9c22408c50"", ""d1ca0713d90957929342cd8d6dbbea19"", ""38f8836afa0f525e910628012c264dcd"", ""2e33ff494e705751ae18284207c1dc39""]","[[4.520998477935791, 3.720872163772583, -0.12927156686782837, 0.9947977662086487, 0.5607212781906128, 1.9240529537200928], [4.500494480133057, 3.71693754196167, -0.15477536618709564, 0.8546087145805359, 0.6183069944381714, 1.9315427541732788], [4.796726226806641, 3.485084295272827, -0.1084563136100769, 1.014347791671753, 0.7630118131637573, 1.8588966131210327], [4.849375247955322, 3.390974760055542, -0.10967622697353363, 0.9584164023399353, 0.8404691815376282, 1.809151291847229]]","[[4.907872200012207, 3.341527223587036, -0.17342527210712433, 0.9488056898117065, 0.829401433467865, 1.7849533557891846], [5.000968933105469, 3.2015037536621094, -0.10095373541116714, 0.8195353150367737, 0.7926343083381653, 1.710044026374817], [5.128165245056152, 3.1298623085021973, -0.13785624504089355, 0.786715030670166, 0.7826969027519226, 1.7244420051574707], [5.242440223693848, 2.9803779125213623, -0.0864686593413353, 0.9641358256340027, 0.6739960312843323, 1.9483522176742554]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
